state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_bed_occupied_coverage,all_pediatric_inpatient_beds,all_pediatric_inpatient_beds_coverage,previous_day_admission_pediatric_covid_confirmed_0_4,previous_day_admission_pediatric_covid_confirmed_0_4_coverage,previous_day_admission_pediatric_covid_confirmed_12_17,previous_day_admission_pediatric_covid_confirmed_12_17_coverage,previous_day_admission_pediatric_covid_confirmed_5_11,previous_day_admission_pediatric_covid_confirmed_5_11_coverage,previous_day_admission_pediatric_covid_confirmed_unknown,previous_day_admission_pediatric_covid_confirmed_unknown_coverage,staffed_icu_pediatric_patients_confirmed_covid,staffed_icu_pediatric_patients_confirmed_covid_coverage,staffed_pediatric_icu_bed_occupancy,staffed_pediatric_icu_bed_occupancy_coverage,total_staffed_pediatric_icu_beds,total_staffed_pediatric_icu_beds_coverage,Demo | State Geographic Boundaries
VA,9,34,42,17,41,27,12,85,15483,83,10674,83,228,85,22,85,105,85,0,85,5,85,1162,85,31,85,27,85,221,85,156,85,7,85,5,85,1768,85,0.689401279,83,10674,15483,0.021266629,83,227,10674,0.014661241,83,227,15483,0.017533937,85,31,1768,0.657239819,85,1162,1768,4/14/2023 0:00,POINT (-77.43367 37.54068),0,85,0,84,1,84,1,84,1,84,3,84,8,84,8,84,0,85,0,85,5,84,6,84,3,84,9,84,14,84,37,84,31,84,0,85,2,61,590,1428,53,96,0,133,3,85,2,85,0,60,0,60,26,0,60,85,615,85,916,85,0,85,0,82,0,82,0,83,1,85,142,85,182,85,47
NE,0,6,86,8,77,7,4,92,4583,92,3207,92,126,92,17,92,19,92,0,92,0,92,385,92,11,92,6,92,121,92,101,92,5,92,5,92,462,92,0.699759983,92,3207,4583,0.039289055,92,126,3207,0.027492909,92,126,4583,0.023809524,92,11,462,0.833333333,92,385,462,4/14/2023 0:00,POINT (-96.70731 40.81362),0,92,0,87,0,87,0,87,1,87,2,87,3,87,1,87,10,92,0,92,0,87,0,87,2,87,4,87,7,87,5,87,1,87,0,92,0,5,157,0,187,0,0,0,1,92,0,92,0,63,0,63,2,0,63,92,250,92,334,92,0,92,0,87,0,87,0,92,2,92,75,92,96,92,28
AL,0,1,95,29,44,23,10,96,12357,96,8782,96,150,96,15,96,13,96,1,96,0,96,1097,95,25,96,20,95,146,96,119,96,4,96,3,96,1360,95,0.710690297,96,8782,12357,0.017080392,96,150,8782,0.012138869,96,150,12357,0.018382353,95,25,1360,0.806617647,95,1097,1360,4/14/2023 0:00,POINT (-86.30006 32.38015),0,96,1,96,1,96,2,96,1,96,4,96,2,96,4,96,0,96,0,96,0,96,0,96,0,96,4,96,4,96,1,96,3,96,1,96,1,96,0,0,0,0,0,0,2,96,3,96,0,1,0,1,10,1,88,96,243,96,493,96,1,96,0,96,0,96,0,96,0,96,29,96,42,96,1
CT,0,1,30,3,21,7,3,31,6965,31,5422,31,140,31,21,31,23,31,1,31,0,31,568,31,12,31,11,31,114,31,101,31,26,31,1,31,831,31,0.778463747,31,5422,6965,0.02582073,31,140,5422,0.020100503,31,140,6965,0.014440433,31,12,831,0.683513839,31,568,831,4/14/2023 0:00,POINT (-72.67398 41.76381),0,29,1,29,0,29,0,29,2,30,3,29,5,30,10,29,0,31,0,31,1,29,2,29,1,29,0,29,5,29,6,29,8,29,0,31,0,1,1120,0,1210,0,0,0,2,31,0,31,0,1,0,1,2,0,1,31,359,31,483,31,1,31,0,29,0,29,0,31,0,31,35,31,39,31,7
ND,0,1,40,7,30,4,0,41,1684,41,1147,41,28,41,4,41,0,41,0,41,0,41,87,41,3,41,3,41,27,41,23,41,1,41,1,41,191,41,0.68111639,41,1147,1684,0.024411508,41,28,1147,0.016627078,41,28,1684,0.015706806,41,3,191,0.455497382,41,87,191,4/14/2023 0:00,POINT (-100.77969 46.80536),0,41,0,38,0,38,0,38,0,38,2,38,2,38,0,38,0,41,0,41,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,41,0,25,28,0,37,0,0,0,0,41,1,41,0,1,0,1,6,0,1,41,45,41,72,41,0,41,0,38,0,38,0,41,0,41,6,41,16,41,35
PA,1,13,168,23,157,2,10,182,30126,182,22363,182,708,182,54,182,304,182,6,182,27,182,2460,182,73,182,57,182,673,182,376,182,35,182,11,182,3322,182,0.742315608,182,22363,30126,0.031659437,182,708,22363,0.023501295,182,708,30126,0.021974714,182,73,3322,0.74051776,182,2460,3322,4/14/2023 0:00,POINT (-76.88224 40.25986),0,182,1,180,3,180,0,180,2,180,11,180,16,180,21,180,0,182,4,182,17,180,20,180,27,180,36,180,51,180,63,180,82,180,4,182,0,16,0,0,0,0,0,0,5,182,6,182,0,13,0,13,35,0,13,182,1210,182,1638,182,3,182,0,180,1,180,2,182,4,182,328,182,406,182,39
ME,1,3,28,1,17,14,7,32,2524,32,1800,32,101,32,6,32,18,32,0,32,1,32,185,32,11,32,11,32,100,32,99,32,1,32,1,32,290,32,0.713153724,32,1800,2524,0.056111111,32,101,1800,0.040015848,32,101,2524,0.037931034,32,11,290,0.637931034,32,185,290,4/14/2023 0:00,POINT (-69.77631 44.31804),0,31,0,29,0,29,0,29,1,29,2,29,2,29,1,29,0,32,0,32,0,29,1,29,0,29,2,29,5,29,6,29,4,29,0,32,0,2,1,0,1,0,0,0,0,32,0,32,0,5,0,5,2,0,5,32,41,32,66,32,0,32,0,29,0,29,0,32,0,32,5,32,12,32,20
NV,0,3,39,0,7,35,57,42,6730,42,5248,42,130,42,12,42,24,42,1,42,4,42,593,42,16,42,13,42,125,42,112,42,5,42,3,42,771,42,0.779791976,42,5248,6730,0.024771341,42,130,5248,0.019316493,42,130,6730,0.02075227,42,16,771,0.769130999,42,593,771,4/14/2023 0:00,POINT (-119.76698 39.16505),0,42,0,42,0,42,0,42,2,42,3,42,3,42,4,42,0,42,0,42,4,42,0,42,1,42,1,42,4,42,6,42,8,42,0,42,0,6,10,0,10,0,0,0,1,42,0,42,0,6,0,6,5,0,6,42,221,42,352,42,1,42,0,42,0,42,0,42,1,42,96,42,117,42,29
FL,4,46,140,28,94,68,59,190,50375,190,37327,190,1048,190,113,190,133,190,11,190,22,190,4184,189,139,190,105,189,1008,190,803,190,40,190,25,190,5749,189,0.74098263,190,37327,50375,0.028076191,190,1048,37327,0.02080397,190,1048,50375,0.024178118,189,139,5749,0.727778744,189,4184,5749,4/14/2023 0:00,POINT (-84.28065 30.43977),2,189,6,185,5,184,4,184,8,184,15,184,25,184,40,184,9,190,1,189,7,185,5,184,8,184,19,184,23,185,31,184,36,184,4,190,12,95,474,0,0,0,40,270,14,190,22,190,0,102,0,102,97,0,102,190,1527,190,2333,190,4,190,3,184,3,185,1,188,5,190,588,190,815,190,10
ID,0,10,34,2,38,4,3,44,2593,43,1772,43,47,44,6,44,3,44,1,44,3,44,148,43,7,44,7,43,46,44,45,44,1,44,0,44,210,43,0.683378326,43,1772,2593,0.022009029,43,39,1772,0.015040494,43,39,2593,0.033333333,43,7,210,0.704761905,43,148,210,4/14/2023 0:00,POINT (-116.19341 43.60764),0,44,0,39,0,39,0,39,1,39,2,39,1,39,2,39,0,44,0,44,0,39,0,39,2,39,1,39,0,39,0,39,0,39,0,44,1,30,329,40,226,0,0,0,2,44,1,44,0,11,0,11,3,23,22,44,78,44,53,44,1,44,0,39,0,39,0,44,0,44,7,44,9,44,13
SC,17,5,35,21,26,10,5,57,8402,57,6173,57,243,57,20,57,29,57,0,57,1,57,721,57,33,57,14,57,241,57,95,57,2,57,2,57,1067,57,0.734706022,57,6173,8402,0.039364977,57,243,6173,0.028921685,57,243,8402,0.030927835,57,33,1067,0.675726336,57,721,1067,4/14/2023 0:00,POINT (-81.04537 33.99882),0,56,2,53,1,52,1,52,0,52,1,52,7,53,8,52,0,52,0,56,0,52,0,52,1,52,4,53,11,52,8,52,5,52,0,52,1,32,445,1595,706,0,0,0,0,57,1,57,0,29,0,29,6,0,29,57,146,57,290,57,0,57,0,52,0,52,0,52,0,57,34,57,53,57,41
AR,0,10,68,16,58,4,11,78,7180,78,4948,78,157,78,16,78,47,78,0,78,8,78,565,77,34,78,17,77,157,78,90,78,0,78,0,78,764,77,0.68913649,78,4948,7180,0.031729992,78,157,4948,0.021866295,78,157,7180,0.040575916,77,31,764,0.739528796,77,565,764,4/14/2023 0:00,POINT (-92.27486 34.7487),0,77,0,72,0,72,1,72,1,72,4,73,3,73,7,73,0,78,0,78,0,73,1,73,3,73,4,72,16,73,14,73,9,73,0,78,0,17,23,0,1,0,0,0,1,78,0,78,0,16,0,16,9,0,16,78,303,78,433,78,0,78,0,73,0,73,0,78,0,78,55,78,81,78,4
NM,0,2,41,16,26,1,1,43,3534,43,2551,43,112,43,21,43,6,43,0,43,2,43,303,43,13,43,12,43,102,43,90,43,10,43,6,43,361,43,0.721844935,43,2551,3534,0.043904351,43,112,2551,0.031692134,43,112,3534,0.03601108,43,13,361,0.83933518,43,303,361,4/14/2023 0:00,POINT (-105.93825 35.69177),1,43,1,41,0,41,0,41,0,41,4,41,4,41,11,41,0,43,0,42,0,41,1,41,0,41,0,41,1,42,3,41,0,41,1,43,1,37,0,0,0,0,0,0,0,43,1,43,0,1,0,1,3,0,1,43,113,43,165,43,0,43,0,41,0,41,0,43,0,43,22,43,18,43,32
NY,2,33,125,4,125,31,75,160,42796,158,33574,158,1066,160,101,160,126,160,5,160,10,160,3083,160,147,160,104,160,1025,160,786,160,41,160,22,160,4248,160,0.784512571,158,33574,42796,0.031482695,158,1057,33574,0.02469857,158,1057,42796,0.03460452,160,147,4248,0.725753296,160,3083,4248,4/14/2023 0:00,POINT (-73.75522 42.65155),1,159,1,151,5,150,5,150,5,149,21,149,27,150,35,149,1,159,1,160,6,150,14,150,11,150,14,150,25,150,26,149,27,149,2,159,4,38,1482,234,857,0,0,0,8,160,5,160,0,31,0,31,44,0,32,160,1543,160,2386,160,4,160,0,150,1,151,0,160,8,160,269,160,399,160,33
UT,1,3,43,1,38,8,1,47,5590,47,3088,47,75,47,8,47,0,47,2,47,0,47,307,47,8,47,7,47,65,47,57,47,10,47,8,47,506,47,0.552415027,47,3088,5590,0.024287565,47,75,3088,0.013416816,47,75,5590,0.015810277,47,8,506,0.606719368,47,307,506,4/14/2023 0:00,POINT (-111.88822 40.76031),0,47,2,46,1,46,0,46,0,46,1,46,2,46,2,46,0,47,0,47,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,47,0,12,0,0,0,0,0,0,0,47,1,47,0,12,0,12,4,0,12,47,225,47,357,47,1,47,1,46,0,46,0,47,2,47,33,47,50,47,45
